,t,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s43,s44,s49,s50,s51,s62,s69,s70,s77,s83,s89,s90,s102,s104,s110,s111,s112,s118,s135,s137,s147,s155,s171,s177,s186,s188,s189,s208,s209,s213,s214,s222,s225,s239,s245,s255,s264,s265,s269,s271,s290,s291,s292,s293,s294,s295,s296,s322,s323,s324,s329,s344,s359,s371,s372,s398,s408,s420,s428,s438,s454,s455,s512,s513,s514,s520,s524,s525,s526,s527,s528,s530,s545,s570,s571,s574,s602,s604,s609,s611,s612,s613,s614,s615,s616,T,density,Y_He,Y_Ne,Y_propane(1),Y_H(2),Y_H2(6),Y_CH3(14),Y_CH4(15),Y_C2H6(36),Y_C2H5(37),Y_C2H4(38),Y_C2H3(41),Y_C3H3(66),Y_NC3H7(92),Y_IC3H7(93),Y_C3H5-A(94),Y_C3H6(95),Y_C3H5(101),Y_C4H5(106),Y_C4H5(107),Y_C3H4(167),Y_C3H4(169),Y_PC4H9(183),Y_SC4H9(184),Y_C4H8(189),Y_C4H8(190),Y_C4H7(191),Y_C4H7(192),Y_C4H7(193),Y_C4H6(195),Y_IC4H9(273),Y_C6H10(342),Y_C6H9(343),Y_C5H9(399),Y_C5H9(400),Y_C5H8(403),Y_C5H7(404),Y_C5H9(405),Y_C5H9(407),Y_C5H11(421),Y_C5H11(422),Y_C5H9(428),Y_C5H11(537),Y_C5H11(540),Y_C5H10(541),Y_C4H6(770),Y_C4H5(774),Y_C4H7(777),Y_C4H5(781),Y_C4H5(793),Y_C3H4(801)
10,5.478297458226371e-07,-1.8227025743554935e-13,-1.1148549184181975e-09,1.2008454239388187e-07,-6.556528967027232e-09,0.0,0.0,0.0,-1.1605949464566985e-10,0.0,0.0,-0.008701091119927111,-5.784906241508023e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059882054876,0.0,0.0,4.5635644854731334e-21,3.3231371235852794e-08,5.808277878482881e-10,6.998601769542963e-13,3.935869781540311e-17,0.9999999578140881,8.372901487985266e-09,1.1148223658816859e-13,1.2399927855086597e-23,9.80262228857083e-54,1.809932887103204e-29,1.4127068016270948e-25,4.534950760993825e-37,3.26209628568322e-30,8.01383127371329e-40,9.592020104037577e-50,4.563481030300024e-49,2.7477047261507776e-45,3.634864236244667e-45,6.471551191303266e-27,1.5609988276573313e-31,2.354811915902019e-31,1.5432065744868677e-36,6.741041885784963e-40,4.1903810893580215e-40,1.2081796484618929e-41,2.651459003809166e-40,4.644961505833439e-39,2.1276220891558358e-64,9.37107589827511e-66,1.2937495966739858e-58,7.13354382693815e-55,2.0024311042324865e-59,3.013304635753605e-68,7.972860685322659e-60,6.117829352643101e-57,4.518580081105504e-47,3.2092948174945124e-43,2.43234294346247e-55,4.026191804837164e-43,5.4807958254338396e-43,2.8435766049546286e-65,1.1733692441929792e-45,3.3790132811260396e-55,2.7539505829117358e-42,2.1720362451767964e-54,1.5378788344328525e-54,3.3969161622164955e-55
11,7.366299325133539e-07,-3.3164289558097523e-13,-2.217186452033769e-09,2.173292809847663e-07,-1.1843396671653552e-08,0.0,0.0,0.0,-1.5582274935787118e-10,0.0,0.0,-0.011699738647107525,-1.0448642528390511e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059882042624,0.0,0.0,1.0678564303804997e-20,3.3131871881765616e-08,7.798325254953102e-10,9.440246685454064e-13,7.129868894389471e-17,0.9999999548455604,1.1241589813960452e-08,2.0134998231406934e-13,2.8892879089369716e-23,4.775077965851079e-53,5.28043654308252e-29,3.305776398218843e-25,1.6094528952174128e-36,9.583861769973867e-30,2.842260959725911e-39,5.097505309171607e-49,2.4332591010381033e-48,1.1575879066048953e-44,1.5291521209868647e-44,1.9432968054461077e-26,5.626068188138203e-31,8.484793753403979e-31,6.517820171759424e-36,2.8470790344950968e-39,1.776627098417703e-39,5.052624795583458e-41,1.2125502614004746e-39,1.9616911632064688e-38,1.3391066205839616e-63,7.331877053005042e-65,9.10798003131213e-58,4.362310441235074e-54,1.4085217791121556e-58,2.3903841088344874e-67,4.295034744141008e-59,3.259465101516932e-56,2.175583169844832e-46,1.2626763998506866e-42,1.5255369733306518e-54,1.583531942894487e-42,2.5052884109225388e-42,2.228261643981839e-64,6.176941951039424e-45,1.9342010117722143e-54,1.2696677447789097e-41,1.3180464287887036e-53,8.850504140351985e-54,1.6250245593690705e-54
12,9.254301192040706e-07,-5.228642054254651e-13,-3.6861631706382094e-09,3.4336317951257226e-07,-1.8675889718960208e-08,0.0,0.0,0.0,-1.9546103457377516e-10,0.0,0.0,-0.014698359747293652,-1.6476185426437722e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059882029357,0.0,0.0,2.06986336862683e-20,3.303267132081558e-08,9.782414372179165e-10,1.1896899047174707e-12,1.1275173430840236e-16,0.9999999518859201,1.4101659910632082e-08,3.174697903653439e-13,5.577301743052583e-23,1.73145572304472e-52,1.225206834745748e-28,6.407888410748745e-25,4.605705201704346e-36,2.2370940932258582e-29,8.066686043482392e-39,2.1049408968027262e-48,1.0321105761369976e-47,3.742161664056195e-44,4.928034993496844e-44,4.603080995632896e-26,1.5585916296472446e-30,2.3517764076254966e-30,2.073044849137005e-35,9.038618185801018e-39,5.673920567094891e-39,1.5883121694892786e-40,4.290020326466156e-39,6.238886369330418e-38,7.806294457272607e-63,5.9307350103806745e-64,4.952432443180609e-57,2.2279201121847915e-53,7.658128221496016e-58,1.389950178851021e-66,2.206249343886783e-58,1.6708969427836887e-55,8.533457539643495e-46,4.30837369024953e-42,7.804398119845728e-54,5.402245015616557e-42,8.879045676080416e-42,1.2911021599466538e-63,2.4239699762926134e-44,8.21977759521544e-54,4.3459011891186675e-41,6.053852353617386e-53,3.839377717305643e-53,5.802396538509893e-54
13,1.2103222493367214e-06,-8.976803033999417e-13,-6.595595906915782e-09,5.882773008780997e-07,-3.1906480702483514e-08,0.0,0.0,0.0,-2.550363457195693e-10,0.0,0.0,-0.019223089358286292,-2.8149624299026346e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059882007436,0.0,0.0,4.517224976827258e-20,3.2883545402731035e-08,1.2765083514116349e-09,1.5632034680835356e-12,1.9342297474636313e-16,0.9999999474367101,1.8401130522841697e-08,5.422313153031248e-13,1.2099678570807786e-22,7.891217565120543e-52,3.3039427113348377e-28,1.3985017198771673e-24,1.593791408522165e-35,6.078976713555975e-29,2.7638635524927827e-38,1.109740721614124e-47,5.595803049192232e-47,1.4988100000737725e-43,1.965112221637009e-43,1.2706151998603268e-25,5.1661152888523234e-30,7.800737516916917e-30,8.066820482108212e-35,3.507460705464278e-38,2.2191952775185765e-38,6.085179215095509e-40,1.8909946457430995e-38,2.427512793750017e-37,6.740198050799571e-62,6.602984531052692e-63,3.6701259408881643e-56,1.5275015010920508e-52,5.67567334814931e-57,1.1055350785922466e-65,1.51362885223308e-57,1.1397010018859563e-54,4.312512951884886e-45,1.8314585098623708e-41,5.390697765992908e-53,2.2955940564096522e-41,3.923262551116552e-41,1.0239951655724986e-62,1.2070460118271346e-43,4.482052949178168e-53,1.8328593714050621e-40,3.625643115911256e-52,2.1466237691124114e-52,2.5952382983890258e-53
14,1.4952143794693721e-06,-1.374429131354802e-12,-1.033514261314321e-08,8.992960389356526e-07,-4.863654443628273e-08,0.0,0.0,0.0,-3.1435213508088617e-10,0.0,0.0,-0.023747728403792252,-4.2911503945850776e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.366450598819832,0.0,0.0,8.39660869502298e-20,3.273509503306013e-08,1.5734281528001776e-09,1.940061119713866e-12,2.9606354746667524e-16,0.999999943007594,2.2681116095385046e-08,8.263462880775963e-13,2.2358097773177843e-22,2.768653792369324e-51,7.314926555217004e-28,2.5996399196274003e-24,4.3531300151711743e-35,1.354466741345392e-28,7.49102884601162e-38,4.3339775997601063e-47,2.2272169605360264e-46,4.6810067490216844e-43,6.113535490171303e-43,2.8566305060002967e-25,1.3618405171887286e-29,2.057579059162616e-29,2.4493388298083594e-34,1.0612913530388547e-37,6.757394789593075e-38,1.8176529514876566e-39,6.275813265882252e-38,7.370006990877727e-37,4.416045838309604e-61,5.115418314776259e-62,1.9966068887213933e-55,7.599715395784483e-52,3.088641510248684e-56,6.483239047026289e-65,7.819816492594927e-57,5.84175922705778e-54,1.6513654811281605e-44,6.024714481697499e-41,2.696408522510873e-52,7.547827226295872e-41,1.3054059060015987e-40,5.99622785234972e-62,4.524910510370352e-43,1.819395418272031e-52,5.945774028664329e-40,1.6035219319374155e-51,8.889255229059477e-52,8.943278917714728e-53
15,1.780106509602023e-06,-1.94960629630497e-12,-1.4899845045374152e-08,1.2766708808509685e-06,-6.88453194133915e-08,0.0,0.0,0.0,-3.734140007171456e-10,0.0,0.0,-0.028272298162592642,-6.074155269558305e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.3664505988195667,0.0,0.0,1.4085903379278167e-19,3.2587316913667534e-08,1.86900742096668e-09,2.320212938659014e-12,4.2088325630419366e-16,0.9999999385984737,2.6941711837676163e-08,1.1695246224516515e-12,3.728110439581827e-22,8.274390852879215e-51,1.4304733218190802e-27,4.361265686104657e-24,1.0212771845663053e-34,2.66305914383856e-28,1.747670924255086e-37,1.3900755060225364e-46,7.22499012886413e-46,1.2508016849507708e-42,1.6283813038887684e-42,5.638657914084213e-25,3.111490974998442e-29,4.703197277599762e-29,6.386627419805805e-34,2.7563330443696588e-37,1.762916344290156e-37,4.656868342113174e-39,1.7340912985618474e-37,1.9215324545148395e-36,2.2889963169169014e-60,2.934195429072244e-61,8.797882075683593e-55,3.0153893592654764e-51,1.3615597844221643e-55,3.111692200824095e-64,3.2327394742203325e-56,2.390919853738476e-53,5.270029446109049e-44,1.6717667622724695e-40,1.0723452345977494e-51,2.0930497830288875e-40,3.6157820606741127e-40,2.874473066035101e-61,1.4145716145386967e-42,6.100429769162443e-52,1.640611900247493e-39,5.821208584817077e-51,3.023778728897391e-51,2.623729069114804e-52
16,2.064998639734674e-06,-2.629461945447323e-12,-2.0285274570505917e-08,1.720673651916384e-06,-9.251417896403271e-08,0.0,0.0,0.0,-4.322105423017617e-10,0.0,0.0,-0.032796810966783385,-8.162365555527559e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059881927877,0.0,0.0,2.195405187986026e-19,3.2440207861356176e-08,2.1632525061616323e-09,2.7036110620969864e-12,5.680823850299861e-16,0.9999999342092544,3.118300964038306e-08,1.5714863451049375e-12,5.775092289907855e-22,2.177749298528662e-50,2.5537289510335846e-27,6.797691958007141e-24,2.130569203629971e-34,4.776350661466394e-28,3.6327919178537427e-37,3.8088045379936785e-46,1.9908725235494626e-45,2.955956773494317e-42,3.8390863513083563e-42,1.0118883347457242e-24,6.381165974434337e-29,9.648226880114226e-29,1.4810552427794316e-33,6.365979521322566e-37,4.0831287187863255e-37,1.06039125464646e-38,4.159193430315176e-37,4.455557088245254e-36,9.539025064364095e-60,1.2958356576515197e-60,3.2233688417116014e-54,9.85806255358013e-51,4.990435080879831e-55,1.2515133794398066e-63,1.0934476050949761e-55,7.9944501415285475e-53,1.4475917869746684e-43,4.035612376384531e-40,3.502081555152762e-51,5.048631144217665e-40,8.690401281873418e-40,1.1545223171934015e-60,3.823204748580942e-42,1.749426442514285e-51,3.9908908988368156e-39,1.7955165800727475e-50,8.753299551546511e-51,6.772405524795765e-52
17,2.349890769867325e-06,-3.414352392414657e-12,-2.6487784392590986e-08,2.23160690157544e-06,-1.196277308015216e-07,0.0,0.0,0.0,-4.907204844767418e-10,0.0,0.0,-0.03732126509284283,-1.0554454296002108e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.366450598818968,0.0,0.0,3.2354855637170636e-19,3.22937648600522e-08,2.4561694251962763e-09,3.0902104599257924e-12,7.378485583598294e-16,0.9999999298398463,3.540509656900895e-08,2.0319661854512656e-12,8.458948688213241e-22,5.155726442645098e-50,4.246417463187185e-27,1.001856180443718e-23,4.050823791381551e-34,7.975232815872248e-28,6.891567988081454e-37,9.20507217078493e-46,4.823904759888028e-45,6.316215149182602e-42,8.189501362677698e-42,1.6870712666498715e-24,1.200835075600935e-28,1.8159350082320932e-28,3.122270166406181e-33,1.3366682471513139e-36,8.587650162365473e-37,2.1942606001723352e-38,8.928394170075584e-37,9.391906899819424e-36,3.333686397764875e-59,4.679703249706111e-60,1.0103379674201301e-53,2.7609256916700406e-50,1.5647092019632388e-54,4.314937985791512e-63,3.1481080432043123e-55,2.2739513275050005e-52,3.5175622730834004e-43,8.711918467403898e-40,9.773280019683942e-51,1.0889404023622725e-39,1.868873320760557e-39,3.975004171194617e-60,9.173310008691149e-42,4.409509039881688e-51,8.757954168380925e-39,4.840468106723534e-50,2.220114120259722e-50,1.5710558668970115e-51
18,2.6347828999999754e-06,-4.3018095993217385e-12,-3.3503956000910944e-08,2.8097823846968445e-06,-1.5017152310673636e-07,0.0,0.0,0.0,-5.489727448988351e-10,0.0,0.0,-0.04184565499889937,-1.3249163973959166e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.3664505988186346,0.0,0.0,4.563939152321529e-19,3.214798494776193e-08,2.7477640869709546e-09,3.4799671950156336e-12,9.303642011778717e-16,0.9999999254901614,3.960805812723466e-08,2.5507036321364766e-12,1.1859179709779043e-21,1.1173583787503279e-49,6.673182542877677e-27,1.4132692214704935e-23,7.158726164493661e-34,1.2581017805678774e-27,1.2161719059863492e-36,2.0144616474319613e-45,1.0569753657356982e-44,1.243006660614859e-41,1.6098180660971575e-41,2.654276979651499e-24,2.108624931462415e-28,3.1890041278871142e-28,6.087525405705619e-33,2.5958607940419614e-36,1.6693996620817387e-36,4.198549693189404e-38,1.7569340055851628e-36,1.8309436537692068e-35,1.0143564521026112e-58,1.4512085875665803e-59,2.788602023417994e-53,6.857033401637724e-50,4.319792055435414e-54,1.3063974178567137e-62,8.000579613827295e-55,5.709142038223656e-52,7.745861533906985e-43,1.722466369402225e-39,2.415087567664604e-50,2.1510522947072288e-39,3.683540325629358e-39,1.201996506602148e-59,1.9983917423914195e-41,1.0008675694094018e-50,1.7660632445969506e-38,1.169746035032499e-49,5.062889983970921e-50,3.3341458604111694e-51
19,3.077367151703434e-06,-5.879388375408828e-12,-4.600915384438138e-08,3.842079877219461e-06,-2.0439034606319573e-07,0.0,0.0,0.0,-6.389222379237488e-10,0.0,0.0,-0.048874230547831514,-1.8032617943142047e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059881807224,0.0,0.0,7.283829178260618e-19,3.1922821843770196e-08,3.1981521560126527e-09,4.091619600526651e-12,1.2749888529208922e-15,0.9999999187717712,4.6099690594555365e-08,3.471505554417277e-12,1.8746741235059833e-21,3.3350235152914197e-49,1.2357046219993233e-26,2.255665327028383e-23,1.559706500579629e-33,2.3431112958387895e-27,2.6461502175606577e-36,6.001164499059394e-45,3.1459655454844744e-44,3.1775768653838513e-41,4.1106326703923396e-41,4.91571363265003e-24,4.565345716467431e-28,6.904963992804275e-28,1.5413900772479589e-32,6.532463420382552e-36,4.2036895097351926e-36,1.029609421172197e-37,4.460359263320961e-36,4.6350846440109346e-35,4.91025674610324e-58,7.146021973057977e-59,1.2045116164725007e-52,2.431370246231736e-49,1.866420023027264e-53,6.869857321073396e-62,2.926634280275852e-54,2.035226300179112e-51,2.330595199411732e-42,4.3972835330533935e-39,8.451536517768941e-50,5.4825237239787085e-39,9.371343342273629e-39,6.293057083823811e-59,5.934572789749649e-41,3.150723370180938e-50,4.678112232615584e-38,4.089235556824895e-49,1.6009934536705253e-49,9.554815579337003e-51
20,3.7755213309141406e-06,-8.925587798415028e-12,-6.967717935061905e-08,5.804669909811306e-06,-3.065362305708045e-07,0.0,0.0,0.0,-7.795287453177632e-10,0.0,0.0,-0.05996111348854276,-2.704483878209576e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059881707576,0.0,0.0,1.349341139002171e-18,3.157085005306953e-08,3.9022123433350524e-09,5.071350913017073e-12,1.9327436816295204e-15,0.9999999082693771,5.624728129109798e-08,5.206181812782685e-12,3.4209259696957495e-21,1.472378465809375e-48,2.789837285190133e-26,4.1791085935118647e-23,4.379668029320534e-33,5.3370921474269e-27,7.422041613805784e-36,2.5824634283834863e-44,1.347251645608629e-43,1.116753007450717e-40,1.443415426631435e-40,1.1078790826645476e-23,1.2741623491584073e-27,1.9272441777411205e-27,5.370731040380704e-32,2.255385826148163e-35,1.4511047910272432e-35,3.4030464952027338e-37,1.5373618913287373e-35,1.6144286079007465e-34,3.9536162164007473e-57,5.793379254447537e-58,8.568312729795146e-52,1.2975810918666188e-48,1.3279033760901744e-52,6.616628617289079e-61,1.629988658612583e-53,1.081869042157984e-50,1.0171542601008764e-41,1.5256394143733322e-38,4.3960039805165506e-49,1.8967624269437222e-38,3.2376003375583694e-38,6.021530186921808e-58,2.5501557937456427e-40,1.4520439564519478e-49,1.7190337695104133e-37,2.2021229303479002e-48,7.413283322750702e-49,3.9209177261091825e-50
21,5.0939352662229885e-06,-1.652435210195227e-11,-1.2736758705863595e-07,1.0641202474088779e-05,-5.542210869990386e-07,0.0,0.0,0.0,-1.0407887207486013e-09,0.0,0.0,-0.08089667014470404,-4.889825866802264e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.3664505988148328,0.0,0.0,3.3350770105721896e-18,3.0916759483000505e-08,5.210676480584669e-09,6.969198645722729e-12,3.5639197537654624e-15,0.9999998887511361,7.51050437088297e-08,9.411753460606492e-12,8.216788813156796e-21,1.417079973178175e-47,9.252760769891185e-26,1.0331328135343814e-22,2.0224447733216796e-32,1.8005976094997193e-26,3.4254047695898885e-35,2.2817592369369823e-43,1.174325450423821e-42,7.415278668538735e-40,9.582851299072988e-40,3.6536754401355783e-23,5.860842430888793e-27,8.86500107761227e-27,3.5439997267613796e-31,1.4551418720921932e-34,9.342360657637655e-35,2.0060984724435536e-36,9.645585881275898e-35,1.064407825661137e-33,1.1109855877208092e-55,1.574576783534937e-56,1.8097713050356604e-50,1.7236602832181533e-47,2.808064282535415e-51,2.233533886380545e-59,2.562104495855288e-52,1.5562224549150176e-49,9.542685098648326e-41,9.97416966288877e-38,5.503456020443658e-48,1.2315772781538675e-37,2.037954166899813e-37,2.038495967192813e-56,2.2718417617650675e-39,1.3842393213803725e-48,1.1997736235346296e-36,2.7623025789973368e-47,7.193073329278344e-48,3.267283341496568e-49
